,covid_cases_geocode
4129,2412401
4130,2414308
4131,3170503
4132,5200134
4133,4101606
4134,4300877
4135,4102901
4136,4103107
4137,4302501
4138,2603405
4139,5205307
4140,3126703
4141,4205605
4142,4109906
4143,4112108
4144,4112801
4145,3139102
4146,2920304
4147,3144706
4148,4120002
4149,5219506
4150,4217303
4151,3501509
4152,3102506
4153,2901304
4154,2902203
4155,4300901
4156,4102505
4157,4301651
4158,2906402
4159,5205059
4160,2202653
4161,4105706
4162,4305850
4163,2909307
4164,5206602
4165,4107009
4166,2505303
4167,4306304
4168,3514957
4169,3123858
4170,5207907
4171,3516507
4172,4309902
4173,4310413
4174,2917904
4175,2205300
4176,4112959
4177,5005251
4178,3138807
4179,2919959
4180,4115358
4181,2510006
4182,4116604
4183,3533304
4184,4117206
4185,2923407
4186,3535903
4187,5106307
4188,2511103
4189,4314506
4190,2410603
4191,2926657
4192,4316204
4193,5219456
4194,5107792
4195,3165909
4196,2930303
4197,4319125
4198,4322855
4199,4323754
4200,2933455
4201,2200053
4202,3102902
4203,3103009
4204,5001003
4205,3105707
4206,2502052
4207,4202503
4208,3507209
4209,2202083
4210,5102694
4211,4104451
4212,2906907
4213,2504074
4214,3114105
4215,5205455
4216,1100924
4217,5003108
4218,4204558
4219,3514700
4220,2910909
4221,3130408
4222,5210158
4223,2921054
4224,4210902
4225,4312377
4226,3156007
4227,5107743
4228,3157658
4229,4317806
4230,2614402
4231,2210938
4232,4318481
4233,2930766
4234,3553658
4235,4321477
4236,3555307
4237,2700102
4238,3103801
4239,4201604
4240,2904050
4241,3109303
4242,3509106
4243,5204854
4244,3114709
4245,4305405
4246,5206800
4247,2505600
4248,4205209
4249,2911105
4250,5208905
4251,3518859
4252,2912301
4253,2912509
4254,5210307
4255,3131802
4256,4310702
4257,5104609
4258,5211701
4259,3136108
4260,3525607
4261,2918506
4262,5213707
4263,3532306
4264,3145109
4265,4212239
4266,1505650
4267,2512200
4268,4315172
4269,2924058
4270,4215356
4271,2513851
4272,3549003
4273,5107305
4274,5220058
4275,2209906
4276,4217154
4277,4319406
4278,3170057
4279,5200175
4280,3100906
4281,5200159
4282,3102308
4283,4101309
4284,4301800
4285,2903706
4286,4202438
4287,2502300
4288,2904001
4289,2502904
4290,2904506
4291,3109402
4292,3110103
4293,4303608
4294,3113008
4295,2907103
4296,2907707
4297,4305801
4298,5206404
4299,4106852
4300,5103502
4301,4107405
4302,3128402
4303,5209804
4304,4309803
4305,2914307
4306,4310553
4307,3135076
4308,4112306
4309,3136504
4310,3136306
4311,3525805
4312,2205540
4313,3140555
4314,3531209
4315,3143203
4316,4312757
4317,3136603
4318,4313656
4319,3149200
4320,4119400
4321,2925006
4322,4314787
4323,4120150
4324,3541802
4325,3542107
4326,3542305
4327,3543204
4328,3154903
4329,3156452
4330,4123105
4331,5107248
4332,4123600
4333,3157708
4334,3167301
4335,2929255
4336,2931053
4337,4321006
4338,4321105
4339,2931608
4340,4127502
4341,2931806
4342,2932408
4343,3506201
4344,3107703
4345,4103156
4346,2201945
4347,4103503
4348,3111408
4349,4304713
4350,1100064
4351,3117207
4352,3117876
4353,3119708
4354,3512704
4355,1100072
4356,4205191
4357,2203800
4358,3130309
4359,3131604
4360,2917334
4361,4310900
4362,4311007
4363,4311601
4364,3527702
4365,3138906
4366,2920205
4367,3143153
4368,2921807
4369,2922250
4370,2922706
4371,3145356
4372,3533700
4373,4314076
4374,2513208
4375,3157500
4376,3164100
4377,3164308
4378,1101559
4379,5008008
4380,3170438
4381,3105103
4382,2902807
4383,3507704
4384,4202875
4385,2202554
4386,3118809
4387,2402808
4388,3122603
4389,2605301
4390,3128253
4391,3129004
4392,4110904
4393,3134400
4394,2205276
4395,3529104
4396,4115408
4397,3530409
4398,5108857
4399,3149952
4400,3152170
4401,4120853
4402,2925907
4403,4124400
4404,4318101
4405,3161809
4406,3169703
4407,4128559
4408,4128658
4409,3100302
4410,2901353
4411,2901403
4412,2901809
4413,2902609
4414,2903235
4415,4202131
4416,2903508
4417,2904209
4418,2904407
4419,2904308
4420,2904803
4421,2905305
4422,5102603
4423,2906105
4424,3112208
4425,2907400
4426,2907558
4427,4305116
4428,2908804
4429,2909000
4430,2909109
4431,2909406
4432,2910206
4433,2910305
4434,5207501
4435,2910776
4436,5103700
4437,3126208
4438,2911253
4439,2911303
4440,2911659
4441,2911857
4442,2912004
4443,2912202
4444,2912608
4445,2913101
4446,2913309
4447,2913408
4448,2914109
4449,2914208
4450,2914406
4451,2915304
4452,2915403
4453,2915809
4454,2916906
4455,2918100
4456,2918456
4457,4112900
4458,2918753
4459,2919009
4460,2919306
4461,2919603
4462,2919900
4463,2407302
4464,5213053
4465,2922805
4466,2922854
4467,2923035
4468,2924900
4469,4122008
4470,2926707
4471,4215687
4472,2928208
4473,5219712
4474,3551306
4475,2930006
4476,2929057
4477,2929404
4478,2930758
4479,5107941
4480,2931301
4481,2931400
4482,2933109
4483,2933406
4484,2900504
4485,5000856
4486,3503158
4487,4202537
4488,4202859
4489,3508306
4490,5002803
4491,4306452
4492,5004304
4493,5209937
4494,5104559
4495,3138658
4496,3141306
4497,3141603
4498,5213905
4499,4118451
4500,2207777
4501,2208601
4502,4215208
4503,4316303
4504,3544608
4505,4316428
4506,3157005
4507,4123501
4508,5219357
4509,2209450
4510,3160603
4511,3166204
4512,3168002
4513,3502002
4514,4201257
4515,3105509
4516,5101902
4517,4103479
4518,1100908
4519,5103056
4520,3120839
4521,3120870
4522,4104402
4523,3117836
4524,3513850
4525,2203859
4526,3127305
4527,5103858
4528,3128600
4529,3130705
4530,3131000
4531,3520905
4532,4207650
4533,5211008
4534,3135357
4535,3138674
4536,3140530
4537,2206605
4538,2407906
4539,5215207
4540,2207306
4541,3150505
4542,4315107
4543,3152600
4544,4121604
4545,3154200
4546,3155603
4547,3165503
4548,4126355
4549,2516151
4550,3162203
4551,3168804
4552,4128005
4553,3170529
4554,5222054
4555,4100202
4556,2200103
4557,3102407
4558,3502606
4559,3503000
4560,4102208
4561,3119203
4562,4305934
4563,3513207
4564,3119955
4565,4306551
4566,3123106
4567,3123403
4568,3131109
4569,3522000
4570,3133204
4571,3133907
4572,4311155
4573,4311981
4574,4115457
4575,4115754
4576,5006259
4577,4313425
4578,2207405
4579,3147709
4580,3536406
4581,4118709
4582,3150307
4583,4314498
4584,3153400
4585,3542800
4586,3157252
4587,3546504
4588,3163805
4589,4319307
4590,4125753
4591,3555356
4592,3104502
4593,3512100
4594,3120607
4595,5103809
4596,4309506
4597,3139706
4598,4312500
4599,5106802
4600,4123006
4601,3165701
4602,5107883
4603,3125507
4604,2514552
4605,3508801
4606,4106555
4607,4107504
4608,5103908
4609,3517109
4610,2206753
4611,5214804
4612,3145851
4613,4314456
4614,4316956
4615,3167608
4616,3161700
4617,4125456
4618,4127007
4619,2516805
4620,5002902
4621,4106803
4622,3126802
4623,2506202
4624,3519808
4625,3135050
4626,3138708
4627,3150158
4628,2209500
4629,3160959
4630,4127965
4631,2200277
4632,2201051
4633,5203906
4634,4305009
4635,4305124
4636,3115201
4637,4306072
4638,3129657
4639,3130002
4640,4113759
4641,2206696
4642,5214408
4643,5106208
4644,5215306
4645,5215405
4646,4315149
4647,3157302
4648,5219902
4649,2411908
4650,5220157
4651,2414456
4652,4100707
4653,4100509
4654,5101605
4655,2503902
4656,4304655
4657,4305959
4658,5207352
4659,3515194
4660,3515301
4661,5209903
4662,4207205
4663,4110300
4664,5004403
4665,4207759
4666,4310504
4667,4310538
4668,5212006
4669,2205458
4670,5105176
4671,4311254
4672,4113429
4673,3138625
4674,3527801
4675,2206050
4676,5214838
4677,4313086
4678,4313359
4679,2409605
4680,4213351
4681,4213302
4682,4315354
4683,3156502
4684,4217758
4685,2513943
4686,4126009
4687,5221551
4688,3556602
4689,2517407
4690,5200803
4691,4300661
4692,5100805
4693,3104700
4694,4103206
4695,4305207
4696,4107157
4697,4308003
4698,4108205
4699,4308433
4700,2304806
4701,5209408
4702,4206603
4703,3129707
4704,3134707
4705,3135902
4706,5005152
4707,2205557
4708,3137908
4709,4209706
4710,4210308
4711,5213772
4712,5214051
4713,5106000
4714,5214879
4715,3145372
4716,4314134
4717,3158102
4718,5219605
4719,3163607
4720,3555208
4721,5222203
4722,3171600
4723,3100401
4724,3100807
4725,2500577
4726,5200852
4727,5001508
4728,3109451
4729,4105201
4730,4306429
4731,3123908
4732,3127073
4733,3519253
4734,3136579
4735,3136520
4736,3136801
4737,4311627
4738,2609154
4739,4311759
4740,5106216
4741,3146255
4742,3146701
4743,4313805
4744,5216007
4745,5216452
4746,3152709
4747,4120606
4748,4119004
4749,4214508
4750,5007505
4751,3166709
4752,3162252
4753,3162401
4754,2210979
4755,4300570
4756,4301958
4757,3505351
4758,4202602
4759,5102850
4760,4304309
4761,4107546
4762,2204352
4763,5104500
4764,4310439
4765,2405900
4766,3525854
4767,4311429
4768,4210209
4769,3528809
4770,3530003
4771,3530904
4772,3531605
4773,3144904
4774,5215504
4775,3146552
4776,2207355
4777,5216809
4778,5217708
4779,5218052
4780,5106851
4781,3543600
4782,4214409
4783,2209377
4784,5107776
4785,2413557
4786,2209757
4787,4322376
4788,2211704
4789,3533809
4790,5100607
4791,4102109
4792,3105202
4793,3107505
4794,3108008
4795,4303400
4796,3115706
4797,3118106
4798,3121407
4799,3123007
4800,4306924
4801,4107538
4802,3125002
4803,3127370
4804,4108957
4805,3133402
4806,4111555
4807,3139300
4808,3144409
4809,5106158
4810,2206902
4811,4120358
4812,3153301
4813,4121109
4814,5007307
4815,4315909
4816,3156601
4817,3545100
4818,3545704
4819,2513505
4820,3158904
4821,3165560
4822,4126306
4823,3160801
4824,4216800
4825,3552908
4826,5221304
4827,5221908
4828,3108552
4829,4302907
4830,3118908
4831,3120201
4832,3122702
4833,4110607
4834,4111704
4835,3142601
4836,4117255
4837,3156809
4838,3162807
4839,3556958
4840,5202502
4841,3106507
4842,4103305
4843,5203939
4844,3109501
4845,3116407
4846,2202851
4847,5208301
4848,3132503
4849,5212956
4850,5106174
4851,3150539
4852,3541901
4853,5219001
4854,4318614
4855,3171808
4856,2201176
4857,4103370
4858,3110806
4859,3114550
4860,4305447
4861,4305871
4862,3120706
4863,5003751
4864,3515806
4865,3522653
4866,4209201
4867,2407252
4868,4117453
4869,3537008
4870,4314209
4871,3149705
4872,4314423
4873,3539707
4874,2512036
4875,4118907
4876,4315321
4877,5219100
4878,5219209
4879,5007554
4880,2210623
4881,4320552
4882,4216057
4883,3162450
4884,3503505
4885,3104809
4886,3108701
4887,3511904
4888,5103106
4889,4108106
4890,4111605
4891,2406007
4892,3136900
4893,2206308
4894,3532207
4895,4120101
4896,4214706
4897,3543501
4898,3159506
4899,3166006
4900,3552551
4901,5001243
4902,3104403
4903,3115102
4904,3126604
4905,5211305
4906,3135605
4907,3528700
4908,4115853
4909,5106273
4910,4117800
4911,4121802
4912,5107198
4913,4122701
4914,4317707
4915,4300455
4916,5101001
4917,3109600
4918,4305439
4919,3119807
4920,3121001
4921,3125705
4922,4107801
4923,3126307
4924,4110508
4925,5210562
4926,3134103
4927,3143450
4928,5213855
4929,3143708
4930,3144201
4931,5106281
4932,3145505
4933,3146404
4934,3146503
4935,4314308
4936,3154150
4937,5107156
4938,3156403
4939,5107750
4940,4123808
4941,3158201
4942,3160504
4943,4215901
4944,4125308
4945,3163409
4946,4319158
4947,3168309
4948,3168903
4949,3171907
4950,3172103
4951,3101201
4952,3101300
4953,3102852
4954,3103108
4955,3103306
4956,3103702
4957,3103207
4958,3103900
4959,3104304
4960,3104452
4961,3105004
4962,3105301
4963,3106655
4964,3106606
4965,3106804
4966,3107604
4967,3108255
4968,3108503
4969,4203154
4970,3110400
4971,3111309
4972,3111705
4973,3112059
4974,3112653
4975,3112901
4976,3113800
4977,3114808
4978,3114907
4979,3115474
4980,3116159
4981,3116100
4982,4305371
4983,3116506
4984,3116803
4985,3116902
4986,3117108
4987,3117405
4988,3117603
4989,3118205
4990,3118502
4991,3119005
4992,3119500
4993,3120409
4994,3120300
4995,3121506
4996,3122207
4997,3122454
4998,3122801
4999,3122900
5000,3123304
5001,3125200
5002,3125606
5003,3125408
5004,3125804
5005,3126406
5006,3126752
5007,3127057
5008,3127206
5009,3127339
5010,3127354
5011,3127404
5012,3127909
5013,3128204
5014,3128808
5015,3129103
5016,3129400
5017,3129905
5018,3130655
5019,4207577
5020,3132008
5021,3132800
5022,3134509
5023,2205151
5024,3134806
5025,3135456
5026,3135506
5027,3136553
5028,3136959
5029,3137536
5030,3138302
5031,3138351
5032,3138500
5033,3138682
5034,3140100
5035,3140407
5036,4312104
5037,3141009
5038,3141207
5039,3141504
5040,3529658
5041,3141900
5042,2609303
5043,3142254
5044,3142502
5045,3143005
5046,3143500
5047,3144375
5048,3145703
5049,3145802
5050,3146206
5051,4211892
5052,3146602
5053,3146750
5054,3147501
5055,3147956
5056,3148301
5057,3148400
5058,3148509
5059,3148756
5060,3148806
5061,3149101
5062,3149150
5063,3149408
5064,3149507
5065,3149606
5066,3148608
5067,3150109
5068,3150208
5069,3152131
5070,3153103
5071,3153608
5072,3153707
5073,3153806
5074,4315453
5075,3154408
5076,4122172
5077,3155009
5078,3155900
5079,3155108
5080,3156106
5081,3156205
5082,4122503
5083,3157278
5084,3157377
5085,3157401
5086,4316972
5087,3159209
5088,3159407
5089,3159357
5090,3158706
5091,3158805
5092,3159001
5093,3159100
5094,3160108
5095,3160207
5096,3165404
5097,3166303
5098,3166402
5099,3166501
5100,3165552
5101,3167806
5102,3161304
5103,3163102
5104,3163201
5105,3163508
5106,2209955
5107,3162658
5108,3163904
5109,3164001
5110,3164407
5111,3164902
5112,3165206
5113,3168200
5114,3168408
5115,4321352
5116,3169059
5117,4321709
5118,3169505
5119,4322301
5120,3169802
5121,3170305
5122,4322350
5123,3170602
5124,3171071
5125,3171154
5126,3171105
5127,3171709
5128,3100609
5129,2200806
5130,3527504
5131,4120309
5132,2410504
5133,4125209
5134,2400406
5135,5200555
5136,4204152
5137,5003157
5138,5206305
5139,4306353
5140,5207600
5141,2205532
5142,4116950
5143,5215801
5144,2209609
5145,4319364
5146,4126900
5147,4101655
5148,4103800
5149,5204953
5150,4111100
5151,4310751
5152,4116307
5153,4117271
5154,3534500
5155,4117404
5156,2207553
5157,4214151
5158,2410801
5159,3545506
5160,2209153
5161,4317954
5162,2513968
5163,4124707
5164,2210391
5165,5221080
5166,5108105
5167,5222302
5168,4308458
5169,3521200
5170,4116406
5171,4118857
5172,4119202
5173,5218789
5174,4125357
5175,4319372
5176,4219358
5177,4301859
5178,4302451
5179,4303707
5180,2202802
5181,5003900
5182,3534203
5183,4124301
5184,4318432
5185,4125803
5186,2210953
5187,4219408
5188,2200954
5189,4301750
5190,3510153
5191,5209606
5192,3532157
5193,4117057
5194,3534807
5195,4315750
5196,2210631
5197,4320701
5198,5101209
5199,4102703
5200,4202156
5201,2201988
5202,4305157
5203,4205555
5204,4206751
5205,5212709
5206,5005806
5207,4116802
5208,4117222
5209,4117297
5210,4314555
5211,4321329
5212,4107553
5213,5004809
5214,5006408
5215,3544509
5216,5007703
5217,4205431
5218,4107702
5219,5209457
5220,4109658
5221,4310579
5222,5106455
5223,4320263
5224,4126652
5225,2209559
5226,5221577
5227,4128302
5228,5000807
5229,4300851
5230,5204201
5231,4306700
5232,5212600
5233,4312617
5234,3540101
5235,5220686
5236,4318622
5237,5108204
5238,4323507
5239,4128807
5240,4101853
5241,5203104
5242,4103024
5243,4103040
5244,4103222
5245,4103958
5246,4304671
5247,4203253
5248,5207105
5249,4128633
5250,4307302
5251,4107520
5252,4107850
5253,4108551
5254,4108700
5255,4310462
5256,4207908
5257,4113254
5258,4311643
5259,4115739
5260,4116000
5261,4117214
5262,4119657
5263,4120200
5264,4122107
5265,4122651
5266,4123857
5267,4124608
5268,4125902
5269,4127882
5270,4128534
5271,4203402
5272,5003488
5273,2204550
5274,4311734
5275,4322327
5276,5000906
5277,4301206
5278,4304101
5279,2203602
5280,5004908
5281,3537701
5282,3547403
5283,5102793
5284,5103957
5285,2208551
5286,4202081
5287,4102752
5288,3547106
5289,5221007
5290,4304853
5291,5208103
5292,5213400
5293,5202353
5294,3507159
5295,4306056
5296,3525409
5297,2509602
5298,3533205
5299,4302238
5300,5215652
5301,2511004
5302,2512077
5303,4317756
5304,4319208
5305,4323101
5306,4300034
5307,4312450
5308,4214102
5309,4320651
5310,4306379
5311,4307104
5312,4210050
5313,4302220
5314,3532843
5315,4320354
5316,4202578
5317,4311718
5318,4211652
5319,4301875
5320,2204154
5321,4309571
5322,4313391
5323,4314068
5324,5200209
5325,5203575
5326,4302584
5327,4204178
5328,4304622
5329,4300471
5330,4305132
5331,4302204
5332,3526308
5333,4317004
5334,4320677
5335,4322533
5336,5206909
5337,2208858
5338,3513306
5339,4316477
5340,2203008
5341,4311130
5342,5212907
5343,4210704
5344,5216908
5345,4320321
5346,4309753
5347,5204656
5348,5206701
5349,4310876
5350,3549607
5351,4321493
5352,5221452
5353,2205359
5354,4314472
5355,3516101
5356,2205250
5357,4301503
5358,5214903
5359,4300554
5360,4310306
5361,3503356
5362,4311270
5363,4315008
5364,4218954
5365,4300638
5366,4315958
5367,3543105
5368,4315073
5369,4301073
5370,4315206
5371,2201002
5372,4322186
5373,4314464
5374,5219803
5375,4311239
5376,2202251
5377,4313037
5378,4320578
5379,5220702
5380,4308656
5381,4313441
5382,4314175
5383,4307815
5384,4305835
