,cities,geocode
66,Indaiatuba/SP,3520509
67,Itanhaém/SP,3522109
68,Limeira/SP,3526902
69,Praia Grande/SP,3541000
70,Agudos/SP,3500709
71,Araraquara/SP,3503208
72,Assis/SP,3504008
73,Dracena/SP,3514403
74,Franca/SP,3516200
75,Francisco Morato/SP,3516309
76,Itararé/SP,3523206
77,Itu/SP,3523909
78,Jaú/SP,3525300
79,Águas de Lindóia/SP,3500501
80,Adamantina/SP,3500105
81,Atibaia/SP,3504107
82,Cravinhos/SP,3513108
83,Jaboticabal/SP,3524303
84,Marília/SP,3529005
85,Promissão/SP,3541604
86,Botucatu/SP,3507506
87,Cedral/SP,3511300
88,Guararapes/SP,3518206
89,Itapira/SP,3522604
90,José Bonifácio/SP,3525706
91,Orlândia/SP,3534302
92,Pariquera-Açu/SP,3536208
93,Santa Branca/SP,3546009
94,São Manuel/SP,3550100
95,Itapetininga/SP,3522307
96,Terra Roxa/SP,3554409
97,Birigui/SP,3506508
98,Boituva/SP,3507001
99,Caraguatatuba/SP,3510500
100,Ilha Comprida/SP,3520426
101,Mirassol/SP,3530300
102,Presidente Venceslau/SP,3541505
103,Santa Cruz do Rio Pardo/SP,3546405
104,São Carlos/SP,3548906
105,Araras/SP,3503307
106,Barretos/SP,3505500
107,Bebedouro/SP,3506102
108,Bragança Paulista/SP,3507605
109,Catanduva/SP,3511102
110,Ibiúna/SP,3519709
111,Itatiba/SP,3523404
112,Monte Alto/SP,3531308
113,Peruíbe/SP,3537602
114,Pindamonhangaba/SP,3538006
115,Salto/SP,3545209
116,Sumaré/SP,3552403
117,São Roque/SP,3550605
118,Avaré/SP,3504503
119,Bady Bassitt/SP,3504602
120,Batatais/SP,3505906
121,Caçapava/SP,3508504
122,Guararema/SP,3518305
123,Jacareí/SP,3524402
124,Jales/SP,3524808
125,Joanópolis/SP,3525508
126,Laranjal Paulista/SP,3526407
127,Mococa/SP,3530508
128,Olímpia/SP,3533908
129,Pindorama/SP,3538105
130,Presidente Prudente/SP,3541406
131,Sertãozinho/SP,3551702
132,Tanabi/SP,3553401
133,Artur Nogueira/SP,3503802
134,Barra do Turvo/SP,3505401
135,Eldorado/SP,3514809
136,Guaratinguetá/SP,3518404
137,Itapeva/SP,3522406
138,Itatinga/SP,3523503
139,Jaci/SP,3524501
140,São João da Boa Vista/SP,3549102
141,Araçoiaba da Serra/SP,3502903
142,Cubatão/SP,3513504
143,Ourinhos/SP,3534708
144,Pedra Bela/SP,3536802
145,Porto Ferreira/SP,3540705
146,Santa Bárbara d'Oeste/SP,3545803
147,São Miguel Arcanjo/SP,3550209
148,Tupã/SP,3555000
149,Águas de São Pedro/SP,3500600
150,Amparo/SP,3501905
151,Américo Brasiliense/SP,3501707
152,Araçariguama/SP,3502754
153,Caiabu/SP,3508900
154,Ibirá/SP,3519402
155,Santa Lúcia/SP,3546900
156,Campos do Jordão/SP,3509700
157,Garça/SP,3516705
158,Igaratá/SP,3520202
159,Macatuba/SP,3528007
160,Ubatuba/SP,3555406
161,Bariri/SP,3505203
162,Cajuru/SP,3509403
163,Conchas/SP,3512308
164,Leme/SP,3526704
165,Lins/SP,3527108
166,Mairinque/SP,3528403
167,Mongaguá/SP,3531100
168,Nhandeara/SP,3532603
169,Pilar do Sul/SP,3537909
170,Pontal/SP,3540200
171,Rincão/SP,3543709
172,Várzea Paulista/SP,3556503
173,Andradina/SP,3502101
174,Apiaí/SP,3502705
175,Bilac/SP,3506409
176,Buritama/SP,3508108
177,Capão Bonito/SP,3510203
178,Cruzeiro/SP,3513405
179,Fernandópolis/SP,3515509
180,Igarapava/SP,3520103
181,Lorena/SP,3527207
182,Mogi Mirim/SP,3530805
183,Monte Mor/SP,3531803
184,Morro Agudo/SP,3531902
185,Morungaba/SP,3532009
186,Pederneiras/SP,3536703
187,Piratininga/SP,3539400
188,Pratânia/SP,3541059
189,Rinópolis/SP,3543808
190,Alambari/SP,3500758
191,Campo Limpo Paulista/SP,3509601
192,Castilho/SP,3511003
193,Duartina/SP,3514502
194,Fartura/SP,3515400
195,Piracaia/SP,3538600
196,Santa Gertrudes/SP,3546702
197,São Joaquim da Barra/SP,3549409
198,Taiaçu/SP,3553104
199,Arandu/SP,3503109
200,Ilha Solteira/SP,3520442
201,Juquitiba/SP,3526209
202,Mineiros do Tietê/SP,3529807
203,Paulistânia/SP,3536570
204,Rancharia/SP,3542206
205,Registro/SP,3542602
206,Santo Antônio da Alegria/SP,3547908
207,Angatuba/SP,3502200
208,Aparecida/SP,3502507
209,Avaí/SP,3504305
210,Cananéia/SP,3509908
211,Iguape/SP,3520301
212,Junqueirópolis/SP,3526001
213,Piedade/SP,3537800
214,Populina/SP,3540408
215,Serrana/SP,3551504
216,Taquarituba/SP,3553807
217,Tarabai/SP,3553906
218,Iepê/SP,3519907
219,Piraju/SP,3538808
220,Taquaritinga/SP,3553708
221,Elias Fausto/SP,3514908
222,Guzolândia/SP,3518909
223,Miguelópolis/SP,3529708
224,Mirandópolis/SP,3530102
225,Quintana/SP,3542008
226,Capela do Alto/SP,3510302
227,Chavantes/SP,3557204
228,Nazaré Paulista/SP,3532405
229,Quatá/SP,3541703
230,São Lourenço da Serra/SP,3549953
231,Vista Alegre do Alto/SP,3556909
232,Cabreúva/SP,3508405
233,Jaborandi/SP,3524204
234,Aguaí/SP,3500303
235,Areiópolis/SP,3503604
236,Barrinha/SP,3505609
237,Biritiba Mirim/SP,3506607
238,Cajati/SP,3509254
239,Espírito Santo do Pinhal/SP,3515186
240,Itariri/SP,3523305
241,Lucélia/SP,3527405
242,Miracatu/SP,3529906
243,Palmital/SP,3535309
244,Pirassununga/SP,3539301
245,Pitangueiras/SP,3539509
246,Salesópolis/SP,3545001
247,Santa Rita do Passa Quatro/SP,3547502
248,São Sebastião da Grama/SP,3550803
249,Barra Bonita/SP,3505302
250,Borborema/SP,3507407
251,Cordeirópolis/SP,3512407
252,Dobrada/SP,3514007
253,Engenheiro Coelho/SP,3515152
254,Estrela d'Oeste/SP,3515202
255,Guaíra/SP,3517406
256,Itirapina/SP,3523602
257,Jarinu/SP,3525201
258,Juquiá/SP,3526100
259,Lavrinhas/SP,3526605
260,Martinópolis/SP,3529203
261,Serra Negra/SP,3551603
262,Bom Jesus dos Perdões/SP,3507100
263,Borebi/SP,3507456
264,Holambra/SP,3519055
265,Itajobi/SP,3521903
266,Monte Azul Paulista/SP,3531506
267,Pedro de Toledo/SP,3537206
268,Pinhalzinho/SP,3538204
269,Pirapora do Bom Jesus/SP,3539103
270,Presidente Alves/SP,3541109
271,Santa Cruz da Conceição/SP,3546207
272,Santo Antônio do Aracanguá/SP,3548054
273,Santo Antônio do Pinhal/SP,3548203
274,Socorro/SP,3552106
275,Tuiuti/SP,3554953
276,Arealva/SP,3503406
277,Auriflama/SP,3504206
278,Igaraçu do Tietê/SP,3520004
279,Ituverava/SP,3524105
280,Pradópolis/SP,3540903
281,Santa Fé do Sul/SP,3546603
282,Bocaina/SP,3506805
283,Caconde/SP,3508702
284,Colina/SP,3512001
285,Cosmorama/SP,3512902
286,Cosmópolis/SP,3512803
287,Guará/SP,3517703
288,Lindóia/SP,3527009
289,Novo Horizonte/SP,3533502
290,Piquerobi/SP,3538303
291,Regente Feijó/SP,3542404
292,Ribeirão Branco/SP,3543006
293,Santo Antônio de Posse/SP,3548005
294,Tupi Paulista/SP,3555109
295,Álvares Machado/SP,3501301
296,Guariba/SP,3518602
297,Paraibuna/SP,3535606
298,Paranapanema/SP,3535804
299,Presidente Epitácio/SP,3541307
300,Rio das Pedras/SP,3544004
301,Saltinho/SP,3545159
302,Sarapuí/SP,3551108
303,Vargem/SP,3556354
304,Águas da Prata/SP,3500402
305,Adolfo/SP,3500204
306,Anhembi/SP,3502309
307,Cajobi/SP,3509304
308,Charqueada/SP,3511706
309,Ibitinga/SP,3519600
310,Nova Guataporanga/SP,3533106
311,Salto Grande/SP,3545407
312,Santa Maria da Serra/SP,3547007
313,Timburi/SP,3554607
314,Conchal/SP,3512209
315,Coroados/SP,3512506
316,Ibaté/SP,3519303
317,Itaí/SP,3521804
318,Jacupiranga/SP,3524600
319,Pedrinhas Paulista/SP,3537156
320,Tarumã/SP,3553955
321,Tietê/SP,3554508
322,Vargem Grande do Sul/SP,3556404
323,Osvaldo Cruz/SP,3534609
324,São Pedro do Turvo/SP,3550506
325,Iperó/SP,3521002
326,Nova Granada/SP,3533007
327,Bertioga/SP,3506359
328,Cândido Mota/SP,3510005
329,Guaraçaí/SP,3517802
330,Ibirarema/SP,3519501
331,Nipoã/SP,3532702
332,Santa Cruz das Palmeiras/SP,3546306
333,Sete Barras/SP,3551801
334,Sud Mennucci/SP,3552304
335,Uchoa/SP,3555604
336,Bernardino de Campos/SP,3506300
337,Brejo Alegre/SP,3507753
338,Cerqueira César/SP,3511409
339,Cunha/SP,3513603
340,Dois Córregos/SP,3514106
341,Dumont/SP,3514601
342,Guapiaçu/SP,3517505
343,Iacanga/SP,3519105
344,Irapuru/SP,3521606
345,Itapura/SP,3523008
346,Itapuí/SP,3522901
347,Itobi/SP,3523800
348,Jambeiro/SP,3524907
349,Marapoama/SP,3528858
350,Neves Paulista/SP,3532504
351,Patrocínio Paulista/SP,3536307
352,Pereira Barreto/SP,3537404
353,Pirapozinho/SP,3539202
354,Reginópolis/SP,3542503
355,Santo Anastácio/SP,3547700
356,Sarutaiá/SP,3551207
357,Tabatinga/SP,3552700
358,Tapiratiba/SP,3553609
359,Torre de Pedra/SP,3554656
360,Torrinha/SP,3554706
361,Uru/SP,3555901
362,Américo de Campos/SP,3501806
363,Bananal/SP,3504909
364,Canas/SP,3509957
365,Gastão Vidigal/SP,3516804
366,Guareí/SP,3518503
367,Ipuã/SP,3521309
368,Monte Aprazível/SP,3531407
369,Porangaba/SP,3540507
370,Santa Cruz da Esperança/SP,3546256
371,São Luiz do Paraitinga/SP,3550001
372,Tapiraí/SP,3553500
373,União Paulista/SP,3555703
374,Avanhandava/SP,3504404
375,Divinolândia/SP,3513900
376,Flórida Paulista/SP,3516002
377,Getulina/SP,3517000
378,Gália/SP,3516606
379,Lavínia/SP,3526506
380,Meridiano/SP,3529609
381,Pacaembu/SP,3534906
382,Santo Antônio do Jardim/SP,3548104
383,Serra Azul/SP,3551405
384,Taguaí/SP,3553005
385,Taquarivaí/SP,3553856
386,Teodoro Sampaio/SP,3554300
387,Ubirajara/SP,3555505
388,Viradouro/SP,3556800
389,Águas de Santa Bárbara/SP,3500550
390,Álvaro de Carvalho/SP,3501400
391,Alto Alegre/SP,3501103
392,Guaiçara/SP,3517208
393,Indiana/SP,3520608
394,Inúbia Paulista/SP,3520806
395,Ipiguá/SP,3521150
396,Nova Aliança/SP,3532801
397,Nova Campina/SP,3532827
398,Nova Europa/SP,3532900
399,Pedreira/SP,3537107
400,Presidente Bernardes/SP,3541208
401,Valparaíso/SP,3556305
402,Barbosa/SP,3505104
403,Poloni/SP,3539905
404,Catiguá/SP,3511201
405,Silveiras/SP,3552007
406,Alumínio/SP,3501152
407,Emilianópolis/SP,3515129
408,Fernando Prestes/SP,3515608
409,General Salgado/SP,3516903
410,Guapiara/SP,3517604
411,Herculândia/SP,3519006
412,Luís Antônio/SP,3527603
413,Santo Expedito/SP,3548302
414,Tabapuã/SP,3552601
415,Altinópolis/SP,3501004
416,Brotas/SP,3507902
417,Casa Branca/SP,3510807
418,Elisiário/SP,3514924
419,Potirendaba/SP,3540804
420,Ribeirão Grande/SP,3543253
421,Ribeirão dos Índios/SP,3543238
422,Severínia/SP,3551900
423,Tambaú/SP,3553302
424,Tremembé/SP,3554805
425,Cerquilho/SP,3511508
426,Guaimbê/SP,3517307
427,Guaraci/SP,3517901
428,Itaberá/SP,3521705
429,Itápolis/SP,3522703
430,Roseira/SP,3544301
431,São João do Pau d'Alho/SP,3549300
432,Urupês/SP,3556008
433,Buri/SP,3508009
434,Campina do Monte Alegre/SP,3509452
435,Guarani d'Oeste/SP,3518008
436,Magda/SP,3528304
437,Mendonça/SP,3529500
438,Murutinga do Sul/SP,3532108
439,Nuporanga/SP,3533601
440,Ouroeste/SP,3534757
441,Panorama/SP,3535408
442,Pirangi/SP,3539004
443,Planalto/SP,3539608
444,São Bento do Sapucaí/SP,3548609
445,Altair/SP,3500907
446,Anhumas/SP,3502408
447,Boracéia/SP,3507308
448,Dourado/SP,3514304
449,Itaoca/SP,3522158
450,Monteiro Lobato/SP,3531704
451,Sagres/SP,3544707
452,Valentim Gentil/SP,3556107
453,Descalvado/SP,3513702
454,Monções/SP,3531001
455,Cesário Lange/SP,3511607
456,Palmares Paulista/SP,3535101
457,Santa Adélia/SP,3545605
458,Tejupá/SP,3554201
459,Alfredo Marcondes/SP,3500808
460,Bálsamo/SP,3504800
461,Capivari/SP,3510401
462,Ipeúna/SP,3521101
463,Itirapuã/SP,3523701
464,Manduri/SP,3528601
465,Palestina/SP,3535002
466,Piquete/SP,3538501
467,Riolândia/SP,3544202
468,Rosana/SP,3544251
469,Sales Oliveira/SP,3544905
470,Sales/SP,3544806
471,Ariranha/SP,3503703
472,Barão de Antonina/SP,3505005
473,Boa Esperança do Sul/SP,3506706
474,Pardinho/SP,3536109
475,Pontes Gestal/SP,3540309
476,Quadra/SP,3541653
477,Santópolis do Aguapeí/SP,3548401
478,Taiúva/SP,3553203
479,Três Fronteiras/SP,3554904
480,Bastos/SP,3505807
481,Fernão/SP,3515657
482,Macaubal/SP,3528106
483,Onda Verde/SP,3534005
484,Palmeira d'Oeste/SP,3535200
485,Santa Salete/SP,3547650
486,Zacarias/SP,3557154
487,Cardoso/SP,3510708
488,Gavião Peixoto/SP,3516853
489,Itaporanga/SP,3522802
490,Oriente/SP,3534104
491,Parapuã/SP,3536000
492,Pontalinda/SP,3540259
493,São Simão/SP,3550902
494,Bofete/SP,3506904
495,Dolcinópolis/SP,3514205
496,Euclides da Cunha Paulista/SP,3515350
497,Iacri/SP,3519204
498,Ribeirão Bonito/SP,3542909
499,Santa Rosa de Viterbo/SP,3547601
500,Urânia/SP,3555802
501,Irapuã/SP,3521507
502,Motuca/SP,3532058
503,Mirante do Paranapanema/SP,3530201
504,Pompéia/SP,3540002
505,Novais/SP,3533254
506,Pereiras/SP,3537503
507,Santana da Ponte Pensa/SP,3547205
508,São José da Bela Vista/SP,3549508
509,Floreal/SP,3515905
510,Guarantã/SP,3518107
511,Indiaporã/SP,3520707
512,Paulo de Faria/SP,3536604
513,Campos Novos Paulista/SP,3509809
514,Coronel Macedo/SP,3512605
515,Lutécia/SP,3527900
516,Mariápolis/SP,3528908
517,Paraguaçu Paulista/SP,3535507
518,Álvares Florence/SP,3501202
519,Buritizal/SP,3508207
520,Paraíso/SP,3535705
521,Alvinlândia/SP,3501509
522,Embaúba/SP,3514957
523,Gabriel Monteiro/SP,3516507
524,Nova Luzitânia/SP,3533304
525,Paranapuã/SP,3535903
526,Borá/SP,3507209
527,Echaporã/SP,3514700
528,Taquaral/SP,3553658
529,Turmalina/SP,3555307
530,Caiuá/SP,3509106
531,Guatapará/SP,3518859
532,João Ramalho/SP,3525607
533,Natividade da Serra/SP,3532306
534,São Francisco/SP,3549003
535,Júlio Mesquita/SP,3525805
536,Monte Alegre do Sul/SP,3531209
537,Queiroz/SP,3541802
538,Rafard/SP,3542107
539,Redenção da Serra/SP,3542305
540,Ribeirão do Sul/SP,3543204
541,Bento de Abreu/SP,3506201
542,Corumbataí/SP,3512704
543,Luiziânia/SP,3527702
544,Ocauçu/SP,3533700
545,Braúna/SP,3507704
546,Marinópolis/SP,3529104
547,Mirassolândia/SP,3530409
548,Sebastianópolis do Sul/SP,3551306
549,Arapeí/SP,3503158
550,Cabrália Paulista/SP,3508306
551,Sabino/SP,3544608
552,Analândia/SP,3502002
553,Dirce Reis/SP,3513850
554,Ipaussu/SP,3520905
555,Aparecida d'Oeste/SP,3502606
556,Aramina/SP,3503000
557,Cristais Paulista/SP,3513207
558,Itaju/SP,3522000
559,Paulicéia/SP,3536406
560,Ribeira/SP,3542800
561,Santa Ernestina/SP,3546504
562,Ubarana/SP,3555356
563,Colômbia/SP,3512100
564,Cafelândia/SP,3508801
565,Glicério/SP,3517109
566,Icém/SP,3519808
567,Espírito Santo do Turvo/SP,3515194
568,Estrela do Norte/SP,3515301
569,Lupércio/SP,3527801
570,Vera Cruz/SP,3556602
571,Turiúba/SP,3555208
572,Iaras/SP,3519253
573,Barra do Chapéu/SP,3505351
574,Jumirim/SP,3525854
575,Maracaí/SP,3528809
576,Mira Estrela/SP,3530003
577,Mombuca/SP,3530904
578,Monte Castelo/SP,3531605
579,Rifaina/SP,3543600
580,Óleo/SP,3533809
581,Salmourão/SP,3545100
582,Santa Albertina/SP,3545704
583,Taciba/SP,3552908
584,Vitória Brasil/SP,3556958
585,Queluz/SP,3541901
586,Flora Rica/SP,3515806
587,Itapirapuã Paulista/SP,3522653
588,Pedregulho/SP,3537008
589,Platina/SP,3539707
590,Areias/SP,3503505
591,Clementina/SP,3511904
592,Narandiba/SP,3532207
593,Riversul/SP,3543501
594,Suzanápolis/SP,3552551
595,Marabá Paulista/SP,3528700
596,Mesópolis/SP,3529658
597,Lucianópolis/SP,3527504
598,Oscar Bressane/SP,3534500
599,Sandovalina/SP,3545506
600,Iporanga/SP,3521200
601,Orindiúva/SP,3534203
602,Canitar/SP,3510153
603,Nantes/SP,3532157
604,Ouro Verde/SP,3534807
605,Rubinéia/SP,3544509
606,Pongaí/SP,3540101
607,Piacatu/SP,3537701
608,Santa Rita d'Oeste/SP,3547403
609,Santa Mercedes/SP,3547106
610,Bom Sucesso de Itararé/SP,3507159
611,Jeriquara/SP,3525409
612,Nova Independência/SP,3533205
613,Nova Canaã Paulista/SP,3532843
614,Lagoinha/SP,3526308
615,Cruzália/SP,3513306
616,São José do Barreiro/SP,3549607
617,Florínea/SP,3516101
618,Arco-Íris/SP,3503356
619,Ribeirão Corrente/SP,3543105
